post_id,title,post_type,status,post_date,post_modified,author,link,slug,categories,view_count,seo_linkdex,seo_content_score,seo_title,seo_metadesc,estimated_reading_time_minutes,excerpt,content
4796,Community Wellness Morning Tea & Seminar - Update 5,post,publish,2026-03-08 06:11:00,2026-03-12 11:11:00,,https://www.leisurecentre.com.au/news/community-wellness-morning-tea-seminar---update-5/,community-wellness-morning-tea-seminar---update-5,post,1844,82,60,Free Community Wellness Seminar & Morning Tea Event,,4,,"<p>Join us for our monthly community connection gathering! This month, we are hosting a casual morning tea alongside an expert presentation focusing on mindfulness.</p>"
4517,Why You Should Add Pilates Reformer to Your Weekly Routine,post,publish,2026-03-07 20:45:00,2026-03-09 23:45:00,,https://www.leisurecentre.com.au/news/why-you-should-add-pilates-reformer-to-your-weekly-routine/,why-you-should-add-pilates-reformer-to-your-weekly-routine,post,4124,45,90,Benefits of Group Fitness: Try Pilates Reformer This Week,,2,,<p>Stuck in a workout rut? It might be time to shake up your routine with our popular group training options. Group fitness is scientifically proven to boost accountability.</p>
4523,New Upgrade: Brand New Hammer Strength Squat Racks Arriving Soon! - Update 2,post,publish,2026-03-07 07:05:00,2026-03-12 14:05:00,,https://www.leisurecentre.com.au/news/new-upgrade-brand-new-hammer-strength-squat-racks-arriving-soon---update-2/,new-upgrade-brand-new-hammer-strength-squat-racks-arriving-soon---update-2,post,601,64,70,Gym Floor Upgrade: New Training Equipment Arriving | City Leisure Centre,,4,,<p>Your training is about to get a massive upgrade! We are thrilled to announce that a brand new fleet of premium commercial fitness gear is arriving on the gym floor next week.</p>
4658,School Holiday Activity Program - Bookings Open! - Update 4,post,publish,2026-03-07 06:38:00,2026-03-08 16:38:00,,https://www.leisurecentre.com.au/news/school-holiday-activity-program---bookings-open---update-4/,school-holiday-activity-program---bookings-open---update-4,post,3720,90,80,Active School Holiday Programs & Kids Activities | Community Recreation Hub,,1,,"<p>Keep the kids active, engaged, and highly entertained these school holidays with our fully supervised youth recreation program!</p>"
4720,The Surprising Health Benefits of Aqua Aerobics - Update 2,post,publish,2026-03-06 13:17:00,2026-03-06 14:17:00,,https://www.leisurecentre.com.au/news/the-surprising-health-benefits-of-aqua-aerobics---update-2/,the-surprising-health-benefits-of-aqua-aerobics---update-2,post,2331,75,60,Why Low-Impact Aquatic Workouts Benefit Your Health,,2,,<p>Water-based workouts are not just for recovery; they are a highly effective way to build lean cardiovascular endurance and core muscular strength without stressing your joints.</p>
4559,Group Fitness Timetable Update - Effective October 2023,post,publish,2026-03-01 16:01:00,2026-03-02 02:01:00,,https://www.leisurecentre.com.au/news/group-fitness-timetable-update---effective-october-2023/,group-fitness-timetable-update---effective-october-2023,post,3546,60,90,New Group Fitness Timetable & Schedule Updates | City Leisure Centre,,1,,<p>We are excited to announce a refresh of our group fitness timetable based directly on member feedback and attendance data!</p><p>The new schedule goes live at the start of next week.</p>
4732,Why You Should Add Pilates Reformer to Your Weekly Routine - Update 5,post,publish,2026-02-28 09:37:00,2026-03-04 11:37:00,,https://www.leisurecentre.com.au/news/why-you-should-add-pilates-reformer-to-your-weekly-routine---update-5/,why-you-should-add-pilates-reformer-to-your-weekly-routine---update-5,post,4541,30,90,Benefits of Group Fitness: Try Pilates Reformer This Week,,2,,<p>Stuck in a workout rut? It might be time to shake up your routine with our popular group training options. Group fitness is scientifically proven to boost accountability.</p>
4761,Why You Should Add Aqua Aerobics to Your Weekly Routine - Update 3,post,publish,2026-02-27 06:39:00,2026-03-04 08:39:00,,https://www.leisurecentre.com.au/news/why-you-should-add-aqua-aerobics-to-your-weekly-routine---update-3/,why-you-should-add-aqua-aerobics-to-your-weekly-routine---update-3,post,3640,90,70,Benefits of Group Fitness: Try Aqua Aerobics This Week,,2,,<p>Stuck in a workout rut? It might be time to shake up your routine with our popular group training options. Group fitness is scientifically proven to boost accountability.</p>
4575,The Surprising Health Benefits of Aqua Aerobics - Update 3,post,publish,2026-02-26 10:05:00,2026-02-27 11:05:00,,https://www.leisurecentre.com.au/news/the-surprising-health-benefits-of-aqua-aerobics---update-3/,the-surprising-health-benefits-of-aqua-aerobics---update-3,post,4606,64,90,Why Low-Impact Aquatic Workouts Benefit Your Health,,2,,<p>Water-based workouts are not just for recovery; they are a highly effective way to build lean cardiovascular endurance and core muscular strength without stressing your joints.</p>
4518,New Upgrade: Brand New Hammer Strength Squat Racks Arriving Soon!,post,publish,2026-02-23 14:16:00,2026-02-28 23:16:00,,https://www.leisurecentre.com.au/news/new-upgrade-brand-new-hammer-strength-squat-racks-arriving-soon/,new-upgrade-brand-new-hammer-strength-squat-racks-arriving-soon,post,3544,75,90,Gym Floor Upgrade: New Training Equipment Arriving | Elite Health & Aquatic,,2,,<p>Your training is about to get a massive upgrade! We are thrilled to announce that a brand new fleet of premium commercial fitness gear is arriving on the gym floor next week.</p>
4605,Upcoming Temporary Closure: 25m Indoor Heated Pool Maintenance - Update 5,post,publish,2026-02-23 11:58:00,2026-02-27 14:58:00,,https://www.leisurecentre.com.au/news/upcoming-temporary-closure-25m-indoor-heated-pool-maintenance---update-5/,upcoming-temporary-closure-25m-indoor-heated-pool-maintenance---update-5,post,552,82,90,Notice: Temporary Closure for Pool Maintenance | Elite Health & Aquatic,,4,,"<p>To ensure the highest standard of water quality and safety, the pool will be temporarily closed for scheduled preventative maintenance.</p><p>During this period, all other pools will remain open as scheduled.</p>"
4516,Swim School Enrolments Now Open for Term 4,post,publish,2026-02-14 09:43:00,2026-02-16 21:43:00,,https://www.leisurecentre.com.au/news/swim-school-enrolments-now-open-for-term-4/,swim-school-enrolments-now-open-for-term-4,post,493,60,60,Learn to Swim: Kids Swimming Lesson Enrolments Open,,3,,<p>Secure your child's spot in our reputable Learn-to-Swim program for the upcoming school term! Swimming is an essential life skill that builds foundational water confidence.</p>
4712,Community Wellness Morning Tea & Seminar - Update 3,post,publish,2026-02-07 20:37:00,2026-02-12 07:37:00,,https://www.leisurecentre.com.au/news/community-wellness-morning-tea-seminar---update-3/,community-wellness-morning-tea-seminar---update-3,post,3455,90,70,Free Community Wellness Seminar & Morning Tea Event,,2,,"<p>Join us for our monthly community connection gathering! This month, we are hosting a casual morning tea alongside an expert presentation focusing on mindfulness.</p>"
4520,Why You Should Add Senior Functional Fitness to Your Weekly Routine,post,publish,2026-02-07 19:00:00,2026-02-13 06:00:00,,https://www.leisurecentre.com.au/news/why-you-should-add-senior-functional-fitness-to-your-weekly-routine/,why-you-should-add-senior-functional-fitness-to-your-weekly-routine,post,973,82,80,Benefits of Group Fitness: Try Senior Functional Fitness This Week,,3,,<p>Stuck in a workout rut? It might be time to shake up your routine with our popular group training options. Group fitness is scientifically proven to boost accountability.</p>
4740,Community Wellness Morning Tea & Seminar - Update 3,post,publish,2026-02-04 08:21:00,2026-02-08 14:21:00,,https://www.leisurecentre.com.au/news/community-wellness-morning-tea-seminar---update-3/,community-wellness-morning-tea-seminar---update-3,post,3820,60,90,Free Community Wellness Seminar & Morning Tea Event,,2,,"<p>Join us for our monthly community connection gathering! This month, we are hosting a casual morning tea alongside an expert presentation focusing on mindfulness.</p>"
4616,Upcoming Temporary Closure: 50m Outdoor Pool Maintenance,post,publish,2026-02-03 17:55:00,2026-02-04 23:55:00,,https://www.leisurecentre.com.au/news/upcoming-temporary-closure-50m-outdoor-pool-maintenance/,upcoming-temporary-closure-50m-outdoor-pool-maintenance,post,3734,60,90,Notice: Temporary Closure for Pool Maintenance | Elite Health & Aquatic,,4,,"<p>To ensure the highest standard of water quality and safety, the pool will be temporarily closed for scheduled preventative maintenance.</p><p>During this period, all other pools will remain open as scheduled.</p>"
4663,Notice of Limited Lane Availability: School Swimming Carnival - Update 4,post,publish,2026-02-03 08:39:00,2026-02-03 09:39:00,,https://www.leisurecentre.com.au/news/notice-of-limited-lane-availability-school-swimming-carnival---update-4/,notice-of-limited-lane-availability-school-swimming-carnival---update-4,post,2568,45,90,Lap Lane Availability Notice: School Swim Carnival | Community Recreation Hub,,4,,"<p>We will be hosting a local school swimming carnival this coming Friday from 9:00 AM to 2:30 PM. During this event, public lap swimming lanes will be significantly restricted.</p>"
4687,School Holiday Activity Program - Bookings Open! - Update 3,post,publish,2026-02-01 20:10:00,2026-02-05 06:10:00,,https://www.leisurecentre.com.au/news/school-holiday-activity-program---bookings-open---update-3/,school-holiday-activity-program---bookings-open---update-3,post,3931,45,70,Active School Holiday Programs & Kids Activities | Elite Health & Aquatic,,3,,"<p>Keep the kids active, engaged, and highly entertained these school holidays with our fully supervised youth recreation program!</p>"
4714,Group Fitness Timetable Update - Effective December 2025 - Update 3,post,publish,2026-01-24 13:11:00,2026-01-28 23:11:00,,https://www.leisurecentre.com.au/news/group-fitness-timetable-update---effective-december-2025---update-3/,group-fitness-timetable-update---effective-december-2025---update-3,post,516,75,60,New Group Fitness Timetable & Schedule Updates | Wave & Fitness Hub,,1,,<p>We are excited to announce a refresh of our group fitness timetable based directly on member feedback and attendance data!</p><p>The new schedule goes live at the start of next week.</p>
4579,School Holiday Activity Program - Bookings Open! - Update 3,post,publish,2026-01-20 09:41:00,2026-01-21 13:41:00,,https://www.leisurecentre.com.au/news/school-holiday-activity-program---bookings-open---update-3/,school-holiday-activity-program---bookings-open---update-3,post,1200,30,60,Active School Holiday Programs & Kids Activities | City Leisure Centre,,3,,"<p>Keep the kids active, engaged, and highly entertained these school holidays with our fully supervised youth recreation program!</p>"
4805,Swim School Enrolments Now Open for Term 4 - Update 4,post,publish,2026-01-19 12:11:00,2026-01-21 18:11:00,,https://www.leisurecentre.com.au/news/swim-school-enrolments-now-open-for-term-4---update-4/,swim-school-enrolments-now-open-for-term-4---update-4,post,3061,60,90,Learn to Swim: Kids Swimming Lesson Enrolments Open,,1,,<p>Secure your child's spot in our reputable Learn-to-Swim program for the upcoming school term! Swimming is an essential life skill that builds foundational water confidence.</p>
4590,Swim School Enrolments Now Open for Term 4 - Update 4,post,publish,2026-01-17 12:29:00,2026-01-19 15:29:00,,https://www.leisurecentre.com.au/news/swim-school-enrolments-now-open-for-term-4---update-4/,swim-school-enrolments-now-open-for-term-4---update-4,post,1991,75,90,Learn to Swim: Kids Swimming Lesson Enrolments Open,,2,,<p>Secure your child's spot in our reputable Learn-to-Swim program for the upcoming school term! Swimming is an essential life skill that builds foundational water confidence.</p>
4530,Notice of Limited Lane Availability: School Swimming Carnival - Update 2,post,publish,2026-01-12 19:00:00,2026-01-13 07:00:00,,https://www.leisurecentre.com.au/news/notice-of-limited-lane-availability-school-swimming-carnival---update-2/,notice-of-limited-lane-availability-school-swimming-carnival---update-2,post,1971,60,90,Lap Lane Availability Notice: School Swim Carnival | Community Recreation Hub,,4,,"<p>We will be hosting a local school swimming carnival this coming Friday from 9:00 AM to 2:30 PM. During this event, public lap swimming lanes will be significantly restricted.</p>"
4566,Why You Should Add Aqua Aerobics to Your Weekly Routine - Update 4,post,publish,2026-01-07 18:30:00,2026-01-11 00:30:00,,https://www.leisurecentre.com.au/news/why-you-should-add-aqua-aerobics-to-your-weekly-routine---update-4/,why-you-should-add-aqua-aerobics-to-your-weekly-routine---update-4,post,2233,90,70,Benefits of Group Fitness: Try Aqua Aerobics This Week,,1,,<p>Stuck in a workout rut? It might be time to shake up your routine with our popular group training options. Group fitness is scientifically proven to boost accountability.</p>
4745,The Surprising Health Benefits of Hydrotherapy Swim - Update 5,post,publish,2026-01-05 17:58:00,2026-01-10 19:58:00,,https://www.leisurecentre.com.au/news/the-surprising-health-benefits-of-hydrotherapy-swim---update-5/,the-surprising-health-benefits-of-hydrotherapy-swim---update-5,post,4580,60,90,Why Low-Impact Aquatic Workouts Benefit Your Health,,3,,<p>Water-based workouts are not just for recovery; they are a highly effective way to build lean cardiovascular endurance and core muscular strength without stressing your joints.</p>
4742,Community Wellness Morning Tea & Seminar - Update 2,post,publish,2026-01-04 08:23:00,2026-01-06 11:23:00,,https://www.leisurecentre.com.au/news/community-wellness-morning-tea-seminar---update-2/,community-wellness-morning-tea-seminar---update-2,post,3783,30,80,Free Community Wellness Seminar & Morning Tea Event,,4,,"<p>Join us for our monthly community connection gathering! This month, we are hosting a casual morning tea alongside an expert presentation focusing on mindfulness.</p>"
4767,Community Wellness Morning Tea & Seminar - Update 5,post,publish,2026-01-03 14:39:00,2026-01-04 18:39:00,,https://www.leisurecentre.com.au/news/community-wellness-morning-tea-seminar---update-5/,community-wellness-morning-tea-seminar---update-5,post,719,90,60,Free Community Wellness Seminar & Morning Tea Event,,2,,"<p>Join us for our monthly community connection gathering! This month, we are hosting a casual morning tea alongside an expert presentation focusing on mindfulness.</p>"
4755,School Holiday Activity Program - Bookings Open! - Update 4,post,publish,2025-12-30 12:13:00,2026-01-02 15:13:00,,https://www.leisurecentre.com.au/news/school-holiday-activity-program---bookings-open---update-4/,school-holiday-activity-program---bookings-open---update-4,post,4087,90,80,Active School Holiday Programs & Kids Activities | Elite Health & Aquatic,,3,,"<p>Keep the kids active, engaged, and highly entertained these school holidays with our fully supervised youth recreation program!</p>"
4751,Autumn Facility Opening Hours Schedule - Update 2,post,publish,2025-12-26 10:38:00,2025-12-30 12:38:00,,https://www.leisurecentre.com.au/news/autumn-facility-opening-hours-schedule---update-2/,autumn-facility-opening-hours-schedule---update-2,post,2686,82,80,Autumn Opening Hours Update & Schedule Changes,,3,,"<p>With the arrival of the new season, we are transitioning to our seasonal operating hours. This adjustment allows us to open earlier for sunrise swimmers.</p>"
4716,The Surprising Health Benefits of Hydrotherapy Swim - Update 5,post,publish,2025-12-25 14:26:00,2025-12-25 14:26:00,,https://www.leisurecentre.com.au/news/the-surprising-health-benefits-of-hydrotherapy-swim---update-5/,the-surprising-health-benefits-of-hydrotherapy-swim---update-5,post,4371,82,80,Why Low-Impact Aquatic Workouts Benefit Your Health,,3,,<p>Water-based workouts are not just for recovery; they are a highly effective way to build lean cardiovascular endurance and core muscular strength without stressing your joints.</p>
4686,Upcoming Temporary Closure: Warm Water Program Pool Maintenance - Update 3,post,publish,2025-12-23 09:40:00,2025-12-24 09:40:00,,https://www.leisurecentre.com.au/news/upcoming-temporary-closure-warm-water-program-pool-maintenance---update-3/,upcoming-temporary-closure-warm-water-program-pool-maintenance---update-3,post,855,45,80,Notice: Temporary Closure for Pool Maintenance | Community Recreation Hub,,1,,"<p>To ensure the highest standard of water quality and safety, the pool will be temporarily closed for scheduled preventative maintenance.</p><p>During this period, all other pools will remain open as scheduled.</p>"
4622,Upcoming Temporary Closure: 25m Indoor Heated Pool Maintenance - Update 2,post,publish,2025-12-22 09:24:00,2025-12-25 16:24:00,,https://www.leisurecentre.com.au/news/upcoming-temporary-closure-25m-indoor-heated-pool-maintenance---update-2/,upcoming-temporary-closure-25m-indoor-heated-pool-maintenance---update-2,post,2827,60,80,Notice: Temporary Closure for Pool Maintenance | Elite Health & Aquatic,,3,,"<p>To ensure the highest standard of water quality and safety, the pool will be temporarily closed for scheduled preventative maintenance.</p><p>During this period, all other pools will remain open as scheduled.</p>"
4777,Community Wellness Morning Tea & Seminar - Update 4,post,publish,2025-12-21 09:26:00,2025-12-24 09:26:00,,https://www.leisurecentre.com.au/news/community-wellness-morning-tea-seminar---update-4/,community-wellness-morning-tea-seminar---update-4,post,1201,82,80,Free Community Wellness Seminar & Morning Tea Event,,1,,"<p>Join us for our monthly community connection gathering! This month, we are hosting a casual morning tea alongside an expert presentation focusing on mindfulness.</p>"
4524,Notice of Limited Lane Availability: School Swimming Carnival,post,publish,2025-12-16 19:38:00,2025-12-19 22:38:00,,https://www.leisurecentre.com.au/news/notice-of-limited-lane-availability-school-swimming-carnival/,notice-of-limited-lane-availability-school-swimming-carnival,post,4452,64,70,Lap Lane Availability Notice: School Swim Carnival | Elite Health & Aquatic,,4,,"<p>We will be hosting a local school swimming carnival this coming Friday from 9:00 AM to 2:30 PM. During this event, public lap swimming lanes will be significantly restricted.</p>"
4638,School Holiday Activity Program - Bookings Open! - Update 4,post,publish,2025-12-14 07:41:00,2025-12-19 13:41:00,,https://www.leisurecentre.com.au/news/school-holiday-activity-program---bookings-open---update-4/,school-holiday-activity-program---bookings-open---update-4,post,4200,90,60,Active School Holiday Programs & Kids Activities | Elite Health & Aquatic,,3,,"<p>Keep the kids active, engaged, and highly entertained these school holidays with our fully supervised youth recreation program!</p>"
4649,Notice of Limited Lane Availability: School Swimming Carnival - Update 4,post,publish,2025-12-13 14:32:00,2025-12-17 22:32:00,,https://www.leisurecentre.com.au/news/notice-of-limited-lane-availability-school-swimming-carnival---update-4/,notice-of-limited-lane-availability-school-swimming-carnival---update-4,post,201,45,90,Lap Lane Availability Notice: School Swim Carnival | Wave & Fitness Hub,,4,,"<p>We will be hosting a local school swimming carnival this coming Friday from 9:00 AM to 2:30 PM. During this event, public lap swimming lanes will be significantly restricted.</p>"
4788,New Upgrade: Brand New StairMaster StepMills Arriving Soon! - Update 3,post,publish,2025-12-12 09:40:00,2025-12-16 21:40:00,,https://www.leisurecentre.com.au/news/new-upgrade-brand-new-stairmaster-stepmills-arriving-soon---update-3/,new-upgrade-brand-new-stairmaster-stepmills-arriving-soon---update-3,post,194,45,80,Gym Floor Upgrade: New Training Equipment Arriving | Community Recreation Hub,,4,,<p>Your training is about to get a massive upgrade! We are thrilled to announce that a brand new fleet of premium commercial fitness gear is arriving on the gym floor next week.</p>
4572,Spring Facility Opening Hours Schedule - Update 4,post,publish,2025-12-10 15:18:00,2025-12-10 18:18:00,,https://www.leisurecentre.com.au/news/spring-facility-opening-hours-schedule---update-4/,spring-facility-opening-hours-schedule---update-4,post,2461,60,80,Spring Opening Hours Update & Schedule Changes,,2,,"<p>With the arrival of the new season, we are transitioning to our seasonal operating hours. This adjustment allows us to open earlier for sunrise swimmers.</p>"
4629,Upcoming Temporary Closure: 25m Indoor Heated Pool Maintenance - Update 5,post,publish,2025-12-09 07:25:00,2025-12-11 18:25:00,,https://www.leisurecentre.com.au/news/upcoming-temporary-closure-25m-indoor-heated-pool-maintenance---update-5/,upcoming-temporary-closure-25m-indoor-heated-pool-maintenance---update-5,post,2816,60,80,Notice: Temporary Closure for Pool Maintenance | City Leisure Centre,,1,,"<p>To ensure the highest standard of water quality and safety, the pool will be temporarily closed for scheduled preventative maintenance.</p><p>During this period, all other pools will remain open as scheduled.</p>"
4807,Notice of Limited Lane Availability: School Swimming Carnival - Update 2,post,publish,2025-12-06 12:34:00,2025-12-11 19:34:00,,https://www.leisurecentre.com.au/news/notice-of-limited-lane-availability-school-swimming-carnival---update-2/,notice-of-limited-lane-availability-school-swimming-carnival---update-2,post,4726,60,90,Lap Lane Availability Notice: School Swim Carnival | Elite Health & Aquatic,,1,,"<p>We will be hosting a local school swimming carnival this coming Friday from 9:00 AM to 2:30 PM. During this event, public lap swimming lanes will be significantly restricted.</p>"
4697,The Surprising Health Benefits of Aqua Aerobics - Update 3,post,publish,2025-12-01 13:07:00,2025-12-06 16:07:00,,https://www.leisurecentre.com.au/news/the-surprising-health-benefits-of-aqua-aerobics---update-3/,the-surprising-health-benefits-of-aqua-aerobics---update-3,post,4812,45,60,Why Low-Impact Aquatic Workouts Benefit Your Health,,4,,<p>Water-based workouts are not just for recovery; they are a highly effective way to build lean cardiovascular endurance and core muscular strength without stressing your joints.</p>
4666,Trainer Spotlight: Meet James Wilson - Update 3,post,publish,2025-11-28 20:18:00,2025-11-29 00:18:00,,https://www.leisurecentre.com.au/news/trainer-spotlight-meet-james-wilson---update-3/,trainer-spotlight-meet-james-wilson---update-3,post,1643,82,80,Meet Our Expert Fitness Coach & Personal Trainer | City Leisure Centre,,3,,"<p>This month, we sit down with one of our core fitness coaches to talk training philosophy, client success stories, and how to stay motivated.</p>"
4525,School Holiday Activity Program - Bookings Open! - Update 4,post,publish,2025-11-25 13:07:00,2025-11-26 16:07:00,,https://www.leisurecentre.com.au/news/school-holiday-activity-program---bookings-open---update-4/,school-holiday-activity-program---bookings-open---update-4,post,559,90,60,Active School Holiday Programs & Kids Activities | City Leisure Centre,,2,,"<p>Keep the kids active, engaged, and highly entertained these school holidays with our fully supervised youth recreation program!</p>"
4643,Notice of Limited Lane Availability: School Swimming Carnival - Update 2,post,publish,2025-11-22 19:07:00,2025-11-24 20:07:00,,https://www.leisurecentre.com.au/news/notice-of-limited-lane-availability-school-swimming-carnival---update-2/,notice-of-limited-lane-availability-school-swimming-carnival---update-2,post,1348,90,90,Lap Lane Availability Notice: School Swim Carnival | City Leisure Centre,,4,,"<p>We will be hosting a local school swimming carnival this coming Friday from 9:00 AM to 2:30 PM. During this event, public lap swimming lanes will be significantly restricted.</p>"
4774,Notice of Limited Lane Availability: School Swimming Carnival - Update 2,post,publish,2025-11-22 06:25:00,2025-11-22 13:25:00,,https://www.leisurecentre.com.au/news/notice-of-limited-lane-availability-school-swimming-carnival---update-2/,notice-of-limited-lane-availability-school-swimming-carnival---update-2,post,2347,64,80,Lap Lane Availability Notice: School Swim Carnival | Elite Health & Aquatic,,1,,"<p>We will be hosting a local school swimming carnival this coming Friday from 9:00 AM to 2:30 PM. During this event, public lap swimming lanes will be significantly restricted.</p>"
4677,Swim School Enrolments Now Open for Term 4 - Update 3,post,publish,2025-11-21 08:20:00,2025-11-25 13:20:00,,https://www.leisurecentre.com.au/news/swim-school-enrolments-now-open-for-term-4---update-3/,swim-school-enrolments-now-open-for-term-4---update-3,post,1366,45,80,Learn to Swim: Kids Swimming Lesson Enrolments Open,,3,,<p>Secure your child's spot in our reputable Learn-to-Swim program for the upcoming school term! Swimming is an essential life skill that builds foundational water confidence.</p>
4771,New Upgrade: Brand New Free Weight Zone Arriving Soon! - Update 2,post,publish,2025-11-12 11:03:00,2025-11-15 20:03:00,,https://www.leisurecentre.com.au/news/new-upgrade-brand-new-free-weight-zone-arriving-soon---update-2/,new-upgrade-brand-new-free-weight-zone-arriving-soon---update-2,post,1402,90,70,Gym Floor Upgrade: New Training Equipment Arriving | Elite Health & Aquatic,,1,,<p>Your training is about to get a massive upgrade! We are thrilled to announce that a brand new fleet of premium commercial fitness gear is arriving on the gym floor next week.</p>
4662,New Upgrade: Brand New Hammer Strength Squat Racks Arriving Soon! - Update 3,post,publish,2025-11-07 09:07:00,2025-11-08 21:07:00,,https://www.leisurecentre.com.au/news/new-upgrade-brand-new-hammer-strength-squat-racks-arriving-soon---update-3/,new-upgrade-brand-new-hammer-strength-squat-racks-arriving-soon---update-3,post,1172,60,90,Gym Floor Upgrade: New Training Equipment Arriving | Wave & Fitness Hub,,3,,<p>Your training is about to get a massive upgrade! We are thrilled to announce that a brand new fleet of premium commercial fitness gear is arriving on the gym floor next week.</p>
